temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
14.07,58,1020.5,0,0,10,0,10,10,213.6,30.17,162.65,38.48,160.89,30.86,163.04,38.52,54.690434,65.471595,116.28899,2006.4703
15.74,53,1020.4,0,0,10,0,10,10,376.47,32.11,160.35,38.05,159.51,31.99,160.95,23.4,39.743771,55.967595,129.62918,2470.9235
17.42,47,1019.7,0,0,10,0,10,10,523.32,32.43,157.14,37.44,157.38,32.62,157.96,33.12,24.815824,48.358493,146.04525,2738.9517
18.65,43,1018.7,0,0,0,0,0,0,647.03,32.1,156.89,36.45,156.73,31.96,157.48,23.76,10.079476,43.741436,165.89062,2783.9359
20.23,37,1019.6,0,0,0,0,0,0,713.78,28.19,155.07,30.93,155.22,28.04,155.74,20.88,6.3415196,43.11861,187.67486,2676.0733
20.89,35,1019.4,0,0,10,0,10,10,709.33,26.76,156.19,29.35,156.89,26.94,157.2,19.8,20.363945,46.652612,208.33995,2376.4394
21.13,36,1018.8,0,0,10,0,10,10,638.13,24.14,159.94,26.3,160.82,24.02,160.75,17.64,35.273907,53.514012,225.7755,1807.5761
21.09,35,1018.1,0,0,10,0,10,10,548.24,19.35,161.57,20.83,161.88,19.35,161.57,14.76,50.217077,62.569686,239.91017,300.63806
20.68,35,1017.9,0,0,10,0,10,10,419.19,17.58,157.11,18.72,157.38,17.58,157.11,13.32,65.159079,72.913664,251.65952,18.213611
9.73,97,1019.8,0,0,100,0,0,100,0,22.55,171.74,34.03,169.64,24.03,171.38,28.08,97.694866,97.459949,86.55044,32.645652
9.92,96,1019.4,0,0,100,0,0,100,0,23.22,172.87,32.08,170.96,23.58,172.98,27.72,84.28634,87.147618,95.233677,368.00444
10.66,89,1019.3,0,0,100,0,0,100,36.49,22.46,173.56,29.02,172.87,22.75,175.46,25.2,69.517116,76.253522,105.3802,1150.3456
12.49,77,1018.5,0,0,0,0,0,0,211.82,21.03,173.12,25.36,173.48,21.35,174.19,19.44,54.580454,65.699717,116.64675,1911.8638
15.18,62,1018.5,0,0,0,0,0,0,388.93,18.36,168.69,20.62,167.91,18.71,168.91,15.84,39.63118,56.234331,129.98392,2406.3922
17.38,54,1017.4,0,0,0,0,0,0,535.78,14.04,157.38,14.84,157.17,14.04,157.38,14.76,24.692867,48.674869,146.36447,756.10667
19.13,45,1016,0,0,0,0,0,0,646.14,10.7,132.27,10.97,131.01,10.44,133.6,12.96,9.8933734,44.106885,166.11091,1694.5157
20.41,32,1015,0,0,10,0,10,10,668.39,5.04,180,5.04,180,5.04,180,4.32,6.2083887,43.512319,187.73914,785.3251
19.56,33,1015.7,0,0,22,0,10,22,503.74,3.6,216.87,3.71,209.05,3.55,203.96,4.68,20.401202,47.044366,208.25699,185.99861
19.45,33,1014.9,0,0,21,0,10,21,239.41,4.02,259.7,4.1,254.74,3.76,253.3,6.84,35.32747,53.885328,225.60204,284.38611
19.31,33,1014.6,0,0,10,0,10,10,207.37,5.77,266.42,5.77,266.42,5.45,262.41,6.84,50.274675,62.917593,239.69504,68.511111
10.72,89,1016.5,0,0,100,0,100,100,0,20.43,165.72,27.42,166.33,21.57,165.5,17.28,97.343431,97.474889,87.063687,48.75947
10.09,92,1016.2,0,0,66,0,5,66,0,20.27,167.69,28.04,167.39,21.4,167.37,17.64,84.171662,87.334283,95.582305,439.05518
11.2,87,1016.6,0,0,63,0,0,63,40.05,21.39,173.23,28.41,171.25,22.1,173.45,17.64,69.408393,76.457027,105.73097,1129.7692
12.95,77,1016.9,0,0,38,0,0,38,213.6,23.5,174.73,27.83,174.81,24.19,175.73,19.08,54.473398,65.929141,117.00209,1806.7978
14.22,72,1017.5,0,0,29,0,4,29,385.37,24.93,175.03,28.19,174.87,25.29,175.1,20.16,39.522806,56.502417,130.33514,2018.1533
15.3,68,1017,0,0,5,0,0,5,527.77,24.88,176.68,27.4,176.99,24.86,177.51,19.08,24.576652,48.99226,146.67911,213.84062
16.83,59,1016.9,0.4,0,0,0,0,0,639.02,23.41,178.24,25.57,178.39,23.41,178.24,18.72,9.722675,44.472622,166.32674,802.59306
17.75,43,1017.4,0,0,18,0,10,18,529.55,9.01,182.29,9.37,182.2,9.37,182.2,10.08,6.095989,43.905626,187.80097,1100.8892
19.11,39,1017.1,0,0,10,0,10,10,576.72,9.06,186.84,8.76,189.46,8.71,187.13,10.8,20.445096,47.435464,208.17383,1531.1657
19.37,37,1017,0,0,10,0,10,10,630.12,6.76,205.2,6.44,206.57,6.29,203.63,8.64,35.383823,54.255987,225.42928,420.62583
19.58,36,1016.7,0,0,0,0,0,0,567.82,4.9,233.97,4.9,233.97,4.9,233.97,7.2,50.333433,63.264808,239.48055,213.78389
19.61,36,1017.1,0,0,75,0,0,75,439.66,4.1,254.74,4.1,254.74,4.21,250.02,8.64,65.273321,73.570524,251.19634,12.270556
10.63,69,1023.2,0,0,77,0,0,77,0,1.14,288.43,8.29,2.49,2.16,270,7.92,97.227666,97.66811,87.419807,22.849242
11.03,69,1023.3,0,0,100,0,0,100,0,0.51,225,7.93,2.6,1.3,236.31,7.2,84.059203,87.522733,95.929735,528.74583
11.82,65,1023.8,0,0,100,0,0,100,31.15,2.1,210.96,6.13,356.63,2.81,219.81,7.2,69.301814,76.661542,106.07996,1333.6914
14.53,54,1023.4,0,0,0,0,0,0,196.69,1.84,348.69,2.55,351.87,2.62,344.05,5.76,54.369388,66.15984,117.35484,1965.5447
16.74,45,1023.5,0,0,0,0,0,0,385.37,5.04,360,5.05,355.91,4.68,360,9.36,39.418784,56.771785,130.68266,2307.2553
18.54,36,1022.9,0,0,0,0,0,0,534,9.11,350.91,9.11,350.91,8.71,352.87,11.52,24.467369,49.310551,146.989,2633.5367
19.61,31,1022.3,0,0,0,0,0,0,645.25,10.93,342.76,10.93,342.76,10.14,343.5,12.6,9.5689547,44.838493,166.53798,2602.1639
20.11,27,1022.2,0,0,0,0,0,0,710.22,16.81,313.26,16.81,313.26,15.53,314.06,19.44,6.0066812,44.298357,187.86028,2714.9986
20.63,27,1021.6,0,0,0,0,0,0,719.12,17.1,310.73,17.65,309.21,16.09,310.46,20.16,20.495444,47.825731,208.0904,2362.3878
20.89,27,1021.3,0,0,0,0,0,0,672.84,18.79,306.43,19.8,306.87,18,306.87,21.24,35.461591,54.639383,225.27133,1486.8658
20.77,27,1020.4,0,0,0,0,0,0,575.83,20.75,308.66,21.76,308.96,19.96,309.14,23.76,50.416669,63.628957,239.28214,239.88803
20.29,28,1020.2,0,0,0,0,0,0,436.1,21.39,313.64,23.69,313.15,20.88,313.6,24.84,65.229758,73.825665,250.89086,12.779226
6.15,75,1020.3,0,0,0,0,0,0,0,9.69,238.67,19.16,275.39,12.59,239.04,15.48,96.995626,97.771653,87.852033,21.24529
7.15,70,1019.7,0,0,100,0,0,100,0,9.79,233.97,18.73,267.8,12.1,233.47,16.2,83.949135,87.713064,96.275843,510.74845
8.6,64,1019.5,0,0,91,0,4,91,30.26,9.42,226.55,19.47,266.82,9.93,223.53,15.48,69.197492,76.867081,106.42707,1281.2098
13.23,49,1018.3,0,0,0,0,0,0,172.66,8.53,242.35,12.18,251.03,7.41,240.95,16.2,54.268542,66.391827,117.70492,1354.6018
16.77,43,1017.3,0,0,100,0,100,100,370.24,15.84,271.3,18.72,271.1,16.2,270,23.76,39.319241,57.042449,131.02645,1395.5964
17.12,44,1016.5,0,0,100,0,100,100,331.08,18.72,270,20.88,269.01,18.36,268.88,27.36,24.365198,49.629762,147.29416,2447.7781
17.41,44,1015.8,0,0,100,0,100,100,307.94,20.53,267.99,23.14,264.64,20.24,264.9,35.28,9.4340523,45.204529,166.74464,2091.0356
19.3,36,1015.8,0,0,100,0,0,100,658.6,25.15,279.06,27.24,277.59,24.29,276.81,38.16,5.945223,44.690533,187.91696,2599.7489
19.23,37,1015.4,0,0,100,0,0,100,587.4,26.22,278.69,28.71,277.93,25.81,278.02,35.64,20.552059,48.215144,208.00653,2012.8019
19.05,39,1015.2,0,0,8,0,0,8,639.02,27.04,273.05,29.53,271.4,26.64,270.77,38.52,35.504359,54.994753,225.08562,949.23972
19.06,40,1014.7,0,0,15,0,10,15,552.69,26.68,273.09,30.98,272,26.29,271.57,38.52,50.453952,63.956568,239.05336,169.01667
18.66,42,1014.2,0,0,15,0,10,15,404.95,26.4,275.48,31.42,274.6,26.34,273.92,41.04,64.544713,73.614517,250.12935,18.66212
7.6,80,1016.4,0,0,100,100,100,0,0,5.9,232.43,14.04,270,7.2,233.13,23.04,83.841431,87.905079,96.620489,47.9475
8.97,76,1016.2,0,0,100,100,100,100,9.79,7.09,203.96,14.04,247.38,7.09,203.96,19.44,69.095536,77.073622,106.77214,446.53806
11.29,69,1015.4,0,0,100,22,100,100,61.41,7.2,180,10.99,211.61,6.85,176.99,19.8,54.17097,66.625049,118.05214,491.42528
16.32,53,1015.4,0,0,100,0,100,100,279.46,10.54,262.15,11.16,270,9.37,267.8,25.2,39.224295,57.314309,131.36631,1055.675
19.47,40,1013.4,0,0,100,0,100,100,427.2,22.86,277.24,27.42,273.76,23.47,274.4,33.12,24.2703,49.949736,147.5944,2028.7542
20.38,39,1013.4,0,0,100,0,100,0,566.04,24.03,278.62,27.15,276.09,23.89,276.05,32.4,9.3197312,45.570526,166.9466,1080.975
21.41,34,1014.3,0,0,100,12,100,10,584.73,19,297.05,19.49,295.14,17.71,296.57,26.28,5.917134,45.081935,187.97098,1234.1639
21.02,35,1014.2,0,0,100,16,100,10,509.08,19.01,294.62,19.52,292.78,18.06,293.5,27.72,20.614739,48.603493,207.9222,1279.0097
22.22,32,1014.3,0,0,94,21,94,0,502.85,18.06,293.5,18.58,291.6,17.11,292.25,27.36,35.568268,55.362596,224.91455,969.22472
22.08,32,1013.4,0,0,78,21,78,0,545.57,17.45,291.8,17.65,290.28,16.18,290.85,24.12,50.51548,64.300834,238.84056,245.40333
21.64,32,1014.1,0,0,13,32,13,0,418.3,15.94,288.43,15.83,287.2,14.69,287.1,22.32,64.205136,73.653824,249.61435,53.347333
13.68,62,1016.6,0,0,100,17,100,100,0,19.39,201.8,28.66,205.28,21.79,202.33,24.12,83.736134,88.098688,96.963544,81.988611
13.81,69,1017.4,0,0,100,41,100,100,16.91,21.48,193.57,29.26,198.66,22.96,193.6,27.72,68.996049,77.281154,107.11504,1057.7308
14.93,69,1017.8,0,0,100,100,100,100,118.37,23.47,200.66,28.88,202.73,24.14,200.06,33.12,54.076775,66.859479,118.39638,1176.4411
17.25,61,1016.5,0,0,75,100,75,0,252.76,26.37,194.23,30.76,196.31,27.16,194.59,38.88,39.134056,57.587313,131.70211,275.02111
18.36,56,1016.2,0,0,100,100,100,3,376.47,28.75,202.07,33.67,204.65,29.22,202.46,44.64,24.18282,50.270398,147.88964,606.56556
19.49,53,1016.1,0,0,100,96,100,0,432.54,33.5,208.22,39.83,209.81,34.31,208.18,40.32,9.2277858,45.936395,167.14383,151.70167
20.7,53,1015.3,0,0,100,100,100,0,621.22,30.11,206.26,34.31,208.18,30.43,205.96,50.04,5.9346371,45.472463,188.02227,223.08861
20.81,54,1015.6,0,0,30,100,0,0,557.14,33.34,204.9,38.16,207.53,33.65,206.02,55.8,20.683276,48.990662,207.83734,323.24278
20.76,55,1015.5,0,0,30,100,0,0,530.44,32.86,204.6,38.48,206.09,33.67,204.65,53.64,35.634426,55.729218,224.74392,210.52389
20.74,57,1015.4,0,0,30,100,0,0,491.28,32.36,207.14,38.5,208.48,33.49,206.84,55.44,50.577701,64.643828,238.62825,48.530556
20.03,61,1015.9,0,0,30,100,0,9,388.93,31.39,206.57,37.84,207.78,32.84,206,56.16,63.518575,73.445128,248.84646,0.003409091
15.06,90,1015.2,1.9,0,100,100,100,100,0,12.72,205.11,17.97,212.74,13.91,201.25,45,95.55661,97.508496,89.633865,47.483333
14.44,92,1014.8,0.9,0,47,22,47,47,0,18.89,187.67,28.99,194.38,21.43,187.72,44.64,83.63333,88.293864,97.304883,162.59972
15.68,82,1014.6,0,0,30,100,0,8,32.04,26.61,210.03,35.75,214.33,28.4,210.47,48.6,68.899125,77.489659,107.45565,377.68769
17.14,74,1014.7,0,0,100,100,100,8,158.42,30.35,213.88,38.59,216.66,31.45,213.33,51.84,53.986053,67.095086,118.73753,934.46083
18.36,67,1015.2,0,0,61,24,61,3,342.65,33.85,218.09,40.43,219.22,34.2,216.87,51.12,39.048622,57.861412,132.03379,1126.5661
18.9,65,1014.2,0,0,13,8,0,13,505.52,34.64,217.82,41.95,219.43,35.43,217.57,47.88,24.102886,50.591682,148.17984,419.63202
18.97,62,1014.1,0,0,11.7,39,0,1,588.29,37.05,214.31,44.78,216.5,38.25,215.04,52.92,9.1596497,46.302059,167.33629,1070.7672
18.23,63,1014.5,0,0,72,100,72,11,535.78,35.75,207.6,41.89,208.77,36.07,207.33,46.44,6.0273924,45.862032,188.07079,621.24893
18.06,65,1014.4,0,0,100,100,100,3,449.45,34.78,205.77,41.38,207.46,35.26,206.04,45,20.757456,49.376551,207.75186,327.3825
18.09,63,1014.4,0,0,100,100,100,10,404.06,35.76,212.25,43.63,213.56,36.25,212.43,48.24,35.702699,56.094501,224.57367,123.67191
18.09,62,1013.5,0,0,100,100,100,0,382.7,35.81,210.17,43.77,211.21,36.62,210.09,47.16,50.640507,64.985421,238.41639,39.074215
10.02,91,1012.8,0,0,0,0,0,0,0,7.79,213.69,14.17,242.78,7.9,204.23,26.28,95.946553,98.081818,89.651401,13.751754
9.62,88,1012.8,0,0,0,0,0,0,0,8.31,197.65,13.76,227.12,9.06,186.84,26.64,83.533017,88.49046,97.644384,367.93167
10.26,83,1013.7,0,0,0,0,0,0,25.81,9.51,209.48,15.41,232.59,10.31,204.78,27,68.804853,77.699118,107.79385,256.36194
13.53,67,1013.7,0,0,5,0,0,5,189.57,14.24,249.27,14.8,251.57,11.77,246.57,29.16,53.898891,67.331842,119.07549,1337.0933
14.66,62,1014.4,0,0,36,0,0,36,299.93,23.11,265.53,28.94,264.29,23.54,263.85,33.84,38.968082,58.136563,132.36125,2366.7114
15.78,57,1014.7,0,0,10,0,0,10,250.98,28.09,271.47,32.76,270,28.44,270,35.64,24.030608,50.91353,148.46497,1760.3811
16.6,53,1014.7,0,0,0,0,0,0,501.96,29.12,278.53,32.28,277.05,27.91,276.67,36,9.1160872,46.667456,167.52398,1868.5417
17.25,51,1015.3,0,0,100,0,0,100,504.63,24.8,283.43,26.48,281.77,23.86,281.31,34.56,6.1650315,46.250575,188.11647,1176.3319
17.57,48,1015.6,0,0,100,0,0,100,599.86,25.42,285.61,27.07,283.85,24.1,283.83,32.76,20.837058,49.761071,207.66566,1060.8742
17.59,46,1016,0,0,42,0,0,42,609.65,25.07,285.83,26.46,284.98,23.84,284.88,33.12,35.772956,56.458337,224.4037,1322.4706
17.13,47,1015.5,0,0,10,0,0,10,501.07,23.69,286.78,25.17,286.62,22.55,286.7,30.96,50.703791,65.325492,238.20493,158.05222
16.61,49,1016,0,0,10,0,0,10,385.37,21.97,288.14,23.45,287.88,20.83,288.12,29.52,64.126715,74.444378,248.74633,6.8083333
8.12,83,1019.5,0,0,100,0,0,100,0,2.55,45,5.86,42.51,2.6,56.31,2.52,95.603256,98.094323,90.152418,27.860648
6.94,90,1019.7,0,0,92,0,0,92,0,1.8,143.13,5.82,68.2,2.28,161.57,4.32,83.4352,88.688336,97.981915,313.39889
6.62,91,1020.5,0,0,1,0,0,1,25.81,4.33,184.76,4.38,99.46,4.69,184.4,3.6,68.713318,77.909488,108.1295,949.66167
8.8,80,1019.8,0,0,0,0,0,0,191.35,2.9,150.26,3.22,153.43,3.1,144.46,4.68,53.815372,67.569669,119.41009,1559.1147
11.22,66,1019.5,0,0,0,0,0,0,370.24,3.83,138.81,3.89,146.31,3.6,143.13,5.04,38.892517,58.412642,132.68432,1818.7264
13.59,55,1018.6,0,0,0,0,0,0,517.09,3.83,138.81,4.1,142.13,3.83,138.81,5.04,23.966076,51.235768,148.74486,2062.1599
15.4,48,1017.6,0,0,0,0,0,0,626.56,2.6,123.69,3.32,130.6,3.32,130.6,4.68,9.0969922,47.032374,167.70681,2460.0646
16.1,47,1017.3,0,0,0,0,0,0,687.97,8.21,142.13,9.09,146.31,8.79,145.01,9.36,6.3313207,46.637868,188.15932,2627.8439
17.18,42,1016.7,0,0,0,0,0,0,693.31,4.35,114.44,5,120.26,4.69,122.47,6.48,20.921856,50.144015,207.57878,2015.4089
17.87,39,1016.5,0,0,0,0,0,0,644.36,5.09,45,4.69,57.53,4.39,55.01,5.04,35.845065,56.820538,224.23405,1634.7942
18.01,39,1015.8,0,0,1,0,0,1,545.57,11.18,14.93,11.84,19.54,11.38,18.43,8.28,50.76745,65.663873,237.99389,207.84393
16.78,45,1016,0,0,10,0,0,10,388.04,14.69,11.31,15.54,13.39,14.76,12.68,12.6,63.564398,74.322806,248.06973,10.096774
7.6,95,1017,0,0,0,0,0,0,0,14.51,172.87,29.69,165.96,16.7,172.57,26.64,96.255508,99.138466,90.266166,9.8678295
7.86,96,1016.9,0,0,6,0,0,6,0,14.83,174.43,28.31,168.26,17.34,175.24,24.12,83.247212,89.0876,98.650603,471.43086
9.09,97,1016.9,0,0,8,0,0,8,22.25,15.48,178.67,25.36,173.48,16.2,178.73,21.6,68.538763,78.332851,108.79274,979.57816
11.98,82,1016.3,0,0,4,3,0,4,184.23,16.94,177.56,20.57,175.99,16.94,177.56,21.6,53.659552,68.048403,120.06887,1847.6031
13.75,71,1016.5,0,0,10,0,0,10,349.77,18.39,176.63,20.21,175.91,18.03,176.57,15.84,38.756581,58.967403,133.3171,2374.1769
15.07,60,1016,0,0,10,2,0,10,483.27,16.56,178.75,17.64,180,16.2,180,12.24,23.860525,51.88121,149.28896,2562.8895
16.44,51,1015.1,0,0,10,0,0,10,586.51,12.98,183.18,13.34,183.09,12.62,183.27,10.8,9.128571,47.76058,168.05795,2486.9308
18.46,38,1013.4,0,0,40,39,40,0,661.27,8.12,167.2,8.56,165.38,8.21,164.74,7.2,6.7234067,47.408507,188.23632,2361.7378
19.23,36,1012.8,0,0,34,31,34,0,667.5,8.12,167.2,8.56,165.38,8.21,164.74,7.56,21.106105,50.904892,207.40258,1773.6345
19.69,35,1012.5,0,0,52,29,52,0,621.22,9.06,173.16,9.39,175.6,9.06,173.16,10.8,35.994318,57.539659,223.89539,1198.3275
19.68,35,1011.3,0,0,40,22,40,2,525.99,9,180,9.37,182.2,9,180,9.36,50.895484,66.335122,237.57293,209.08015
19.26,37,1011.6,0,0,12,18,12,0,396.05,9.39,184.4,9.78,186.34,9.39,184.4,10.08,63.798849,75.045602,247.70295,29.98888
9.32,69,1013.7,0,0,10.5,35,9,0,0,9.37,182.2,9.66,206.57,11.88,180,7.92,96.405439,99.524692,90.438198,0.85962963
9.27,70,1013.5,0,0,94,100,94,0,0,10.54,172.15,13.34,176.91,13.85,171.03,9,83.157016,89.288674,98.981519,88.762608
9.57,70,1013.3,0,0,86,39,86,0,23.14,11.97,173.09,18.75,176.7,13.4,173.83,13.32,68.455887,78.545761,109.12008,742.30461
13.74,55,1012.5,0,0,100,5,100,0,182.45,13.44,172.3,17.06,172.72,13.8,172.5,17.28,53.587384,68.289184,120.39281,2078.2383
16.15,51,1012.4,0,0,64,0,64,0,348.88,16.94,182.44,18.78,184.4,17.31,183.58,20.88,38.696326,59.245902,133.6266,1221.8258
17.3,48,1011.6,0,0,87,0,87,0,492.17,19.84,191.51,20.7,193.07,19.13,191.94,18.72,23.819598,52.204175,149.55301,1748.135
18.19,46,1011.2,0,0,21,0,21,0,595.41,24.1,193.83,26.46,194.98,24.1,193.83,21.96,9.1766063,48.123593,168.22621,2689.2308
18.4,44,1009.3,0,0,19,0,19,0,661.27,27.5,194.4,30.22,195.2,27.25,195.32,26.28,6.9406352,47.791567,188.27045,1784.9118
18.73,41,1009,0,0,18,0,18,0,647.92,28.59,196.84,31.76,197.82,28.24,197.05,28.08,21.205078,51.282537,207.31323,1616.4831
18.85,40,1008.8,0,0,100,0,100,4,536.67,29.83,197.56,33.24,197.65,29.38,197.1,28.44,36.071198,57.896294,223.72634,1493.7461
18.26,45,1008.3,0,0,82,0,82,0,416.52,29.71,199.09,34.05,199.78,29.71,199.09,29.16,50.959657,66.667711,237.36299,155.44647
17.78,49,1008.3,0,0,0,0,0,0,351.55,28.41,202.34,32.9,203.2,28.08,202.62,28.08,63.113182,74.834934,246.93714,9.9635965
10.1,95,1007.5,0,0,28,0,28,25,0,14.4,180,23.4,180.88,16.56,180,18,94.819395,98.579987,91.755831,4.8015152
10.43,97,1007.4,0,0,100,0,58,100,0,16.62,175.03,24.86,177.51,18.42,175.52,15.84,83.06946,89.49068,99.309988,494.62806
11.53,91,1007.4,0,0,100,0,4,100,10.68,17.7,175.33,24.52,176.63,18.06,175.43,18.72,68.376035,78.759427,109.44439,717.65272
12.63,84,1007,0,0,100,0,0,100,80.99,17.28,180,21.6,180,16.92,180,16.2,53.519123,68.530814,120.71295,877.42789
14.27,75,1007.5,0,0,100,0,0,100,282.13,17.7,175.33,19.47,176.82,17.34,175.24,16.2,38.641279,59.525014,133.93135,2154.7399
15.68,68,1007,0.2,0,64,0,0,64,355.11,17.34,184.76,18.84,186.58,17.34,184.76,15.84,23.7866,52.527128,149.81165,1616.8222
15.33,69,1006.6,0,0,15,0,15,10,338.2,16.95,183.65,19.52,185.29,17.65,182.34,16.56,9.2439356,48.485685,168.38955,856.68752
17.27,56,1006.7,0,0,100,100,100,10,331.08,18.09,185.71,18.53,187.82,17.02,186.07,16.92,7.1684057,48.172923,188.30165,364.23754
18.94,50,1006.4,0,0,100,100,100,100,544.68,16.66,186.2,16.75,188.65,15.94,186.48,15.12,21.308287,51.658123,207.22302,388.45904
18.18,54,1006.3,0,0,100,100,100,100,420.08,15.63,208.93,17.23,206.03,16.27,204.86,13.68,36.149405,58.250785,223.55748,262.73611
16.19,65,1006.3,0,0,100,60,100,100,107.69,13.28,237.17,14.81,244.06,13.36,242.74,11.88,51.0238,66.998091,237.15344,120.44028
15.69,69,1007,0,0,100,11,74,100,93.45,9.98,244.36,11.3,247.52,10.64,246.04,9.36,63.290324,75.234551,246.79988,3.4448718
10.25,96,1008.6,0,0,0,0,0,0,0,13.91,169.56,24.58,174.96,16.17,168.44,17.64,93.982631,98.206993,92.575569,24.240741
9.92,96,1008.9,0,0,7,0,0,7,0,14.62,170.07,25.41,172.67,17.23,169.16,17.64,82.984175,89.692989,99.635917,263.55361
10.77,94,1008.9,0,0,10,0,0,10,16.91,16.34,172.41,26.53,172.2,17.82,171.87,23.4,68.299259,78.973837,109.76565,962.1425
13.45,81,1008.9,0,0,8,0,0,8,166.43,18.89,172.33,22.46,173.56,18.84,173.42,20.16,53.454822,68.773311,121.02931,1605.1181
14.83,76,1009.6,0,0,100,0,65,100,294.59,17.37,174.05,19.52,174.71,17.37,174.05,15.48,38.591478,59.804782,134.23146,776.41639
14.4,79,1009.3,0.2,0,80,0,80,80,226.06,15.82,168.18,18.71,168.91,16.17,168.44,16.56,23.761544,52.850159,150.06502,274.12361
14.36,81,1009.8,0.7,0,100,0,100,100,196.69,18.35,164.05,22.35,165.07,19.04,164.65,19.08,9.3296744,48.846987,168.54808,1805.0603
15.19,66,1010.6,0,0,100,0,15,100,194.02,5.63,116.57,5.62,129.81,5.4,126.87,5.4,7.4062285,48.552708,188.32985,2644.3247
15.25,65,1010.3,0,0,100,0,6,100,236.74,8.37,115.46,8.79,124.99,8.29,124.38,8.64,21.415497,52.031733,207.13174,1007.2031
15.7,63,1010.7,0,0,100,0,100,100,331.08,9.93,136.47,10.51,141.95,10.01,142.31,11.16,36.228806,58.603146,223.3886,265.43722
15.26,67,1010.2,0.1,0,100,0,100,100,156.64,10.97,138.99,11.75,139.97,10.74,140.44,11.52,51.087814,67.32622,236.94411,283.80889
15.1,68,1010.7,0.3,0,100,17,100,100,149.52,12.26,139.76,13.83,141.34,12.82,141.84,12.96,61.86027,74.501489,245.48533,10.728395
10.78,94,1011.5,0.1,0,100,0,100,100,0,9.34,152.45,17.65,163.41,11.92,154.98,13.68,82.135617,89.29779,100.44404,1.1984568
11.38,90,1012,0.1,0,100,0,100,100,14.24,9.66,153.43,15.94,161.57,11.17,159.23,16.56,68.225632,79.188889,110.08363,74.437834
12.35,86,1011.7,0.1,0,100,0,100,100,107.69,12.07,153.43,16.18,159.15,13.1,159.08,18.72,53.394532,69.016482,121.3416,157.56
12.84,84,1012.2,0.3,0,87,0,87,78,116.59,15.19,148.57,18.36,151.93,15.32,150.42,22.68,38.546952,60.08491,134.52655,112.96528
14.02,77,1011.9,0.5,0,72,0,32,72,196.69,19.34,151.05,22.73,150.59,19.51,150.12,19.44,23.744396,53.172849,150.31277,332.76639
13.43,82,1012,0.7,0,100,0,2,100,273.23,19.88,148.32,22.91,149.81,20.01,149.74,24.12,9.4315184,49.206986,168.70163,234.49373
10.59,79,1015.7,0,0,100,0,0,100,132.61,14.33,25.28,15.95,28.3,14.49,26.57,12.6,7.6504764,48.930399,188.35513,168.84417
11,77,1015.7,0,0,100,0,0,100,160.2,13.39,36.25,14.62,38,13.32,38.42,14.04,21.526433,52.402916,207.03966,1022.6041
12.6,69,1015.3,0,0,100,0,0,100,233.18,10.44,46.4,10.97,48.99,9.96,49.4,10.44,36.309264,58.953026,223.21996,1510.3475
14.11,60,1014,0,0,10,0,0,10,435.21,9.83,28.44,10.5,30.96,9.69,31.33,14.4,51.1516,67.651832,236.73523,149.45472
14.33,54,1014.3,0,0,21,0,0,21,342.65,13.1,20.92,13.71,23.2,12.57,23.63,14.76,63.519114,75.9395,246.43583,19.94125
2.75,96,1018.4,0,0,100,0,0,100,0,2.9,277.13,5.32,331.7,2.9,277.13,6.84,82.821769,90.099821,100.27962,39.029722
2.81,94,1018.7,0,0,100,0,0,100,13.35,3.67,281.31,5.09,315,3.67,281.31,10.8,68.155194,79.404586,110.39832,175.84461
4.67,83,1018.1,0,0,40,0,0,40,163.76,3.89,326.31,5.01,338.96,3.55,336.04,13.32,53.338295,69.260386,121.6499,347.5292
8.35,55,1017.1,0,0,0,0,0,0,348.88,8.64,360,9,360,8.28,360,14.04,38.507729,60.365513,134.81684,1517.4548
9.96,47,1015.8,0,0,0,0,0,0,496.62,12.02,8.62,11.66,8.88,11.3,9.16,15.12,23.735145,53.49539,150.55516,2308.0754
11.15,43,1015,0,0,0,0,0,0,607.87,13.36,14.04,13.01,14.42,12.57,13.24,14.76,9.5491853,49.565948,168.85034,2847.8031
12.24,41,1015.3,0,0,0,0,0,0,668.39,17.02,6.07,17.41,7.13,16.3,6.34,18,7.9018754,49.306267,188.37738,2715.8421
13.02,38,1014.7,0,0,0,0,0,0,677.29,17.52,9.46,17.94,10.41,16.81,9.87,17.28,21.640868,52.771864,206.94647,2410.7875
13.4,37,1014.4,0,0,0,0,0,0,628.34,17.52,9.46,17.87,9.27,16.81,9.87,16.2,36.390648,59.300515,223.05127,1520.8256
13.36,38,1014.1,0,0,0,0,0,0,526.88,17.52,9.46,17.94,10.41,16.81,9.87,15.48,51.215057,67.974935,236.52658,74.38097
12.86,35,1014.2,0,0,0,0,0,0,381.81,16.95,12.26,18.16,13.76,16.68,13.74,15.12,63.44788,76.15797,246.12027,3.8827973
